Title,Authors,Year,DOI,Journal,Category,Citations,Open Access,PDF Path,Abstract
"Revisiting p-<sup>11</sup>B fusion cross section and reactivity, and their analytic approximations","A. Tentori, F. Belloni",2023,https://doi.org/10.1088/1741-4326/acda4b,Nuclear Fusion,Nuclear,24,1,,
Fundamental ICRF heating of deuterium ions in JET-DTE2,"E. Lerche, M. Maslov, P. Jacquet et al.",2023,https://doi.org/10.1063/5.0162554,AIP conference proceedings,Nuclear,17,1,,
"Differentiating multi-MeV, multi-ion spectra with CR-39 solid-state nuclear track detectors","Marius Schollmeier, John Jasper Bekx, Jens Hartmann et al.",2023,https://doi.org/10.1038/s41598-023-45208-x,Scientific Reports,Nuclear,11,1,,
Photon and Neutron Production as In Situ Diagnostics of Proton-Boron Fusion,"B. M. Hegelich, Lance Labun, Ou Z. Labun et al.",2023,https://doi.org/10.1155/2023/6924841,Laser and Particle Beams,Nuclear,10,1,,
Semiconductor Detector Study for Detecting Fusion Neutrons using Geant4 Simulations,"K. Kaperoni, Μ. Diakaki, M. Kokkoris et al.",2023,https://doi.org/10.12681/hnpsanp.5184,HNPS Advances in Nuclear Physics,Nuclear,4,1,,
Charged particle induced reactions on beryllium as a fast neutron source for irradiation experiments,"Milan Štefánik, E. Šiméčková, Ján Kozic et al.",2023,https://doi.org/10.1051/epjconf/202328406010,EPJ Web of Conferences,Nuclear,2,1,,
On the Upper Bound of Non-Thermal Fusion Reactivity with Fixed Total Energy,"Huasheng Xie, Xueyun Wang",2023,https://doi.org/10.48550/arxiv.2310.11997,arXiv (Cornell University),Nuclear,1,1,,
Radiative hydrodynamic equations with nonequilibrium radiative transfer,"M. Quan, Xiaojian Yang, Yufeng Wei et al.",2025,https://doi.org/10.1103/physrevd.111.103038,Physical review. D/Physical review. D.,Radiation,3,0,,
Reduced Model of Ionization Lag in Intense Laser-Produced Plasmas,"Min Sang Cho, A. L. Milder, W. Rozmus et al.",2025,https://doi.org/10.1103/physrevlett.134.185101,Physical Review Letters,Radiation,3,1,,
The Optical to X-Ray Luminosity and Spectrum of Supernova Wind Breakouts,"T. Wasserman, Nir Sapir, Péter Szabó et al.",2025,https://doi.org/10.3847/1538-4357/adfecc,The Astrophysical Journal,Radiation,2,1,,
"Supernova Muons: New Constraints on &lt;em&gt;Z'&lt;/em&gt; Bosons, Axions and ALPs",Djuna Croon,2024,https://doi.org/10.1007/jhep01%282021%29107,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),Radiation,112,1,,
Astrophysical Axion Bounds: The 2024 Edition,"Georg G. Raffelt, Andrea Caputo",2024,https://doi.org/10.22323/1.454.0041,?,Radiation,91,1,,
General-relativistic Radiation Transport Scheme in Gmunu. II. Implementation of Novel Microphysical Library for Neutrino Radiation—Weakhub,"Harry Ho-Yin Ng, Patrick Chi-Kit Cheong, Alan Tsz-Lok Lam et al.",2024,https://doi.org/10.3847/1538-4365/ad2fbd,The Astrophysical Journal Supplement Series,Radiation,8,1,,
Machine-Learning-Assisted Analysis of Visible Spectroscopy in Pulsed-Power-Driven Plasmas,"R. Datta, Faez Ahmed, Jack Hare",2024,https://doi.org/10.1109/tps.2024.3364975,IEEE Transactions on Plasma Science,Radiation,6,1,,
Lyman line opacities in tokamak divertor plasmas under high-recycling and detached conditions,"R. Chandra, D. Reiter, N. Horsten et al.",2024,https://doi.org/10.1016/j.nme.2024.101794,Nuclear Materials and Energy,Radiation,3,1,,
Theoretical Study of the D-T Fuel Burning Rate in Z-Pinch Facilities with Magneto-Inertial Confinement,"Olzhas Bayakhmetov, Assylkhan Azamatov",2024,https://doi.org/10.3390/en17133069,Energies,Radiation,1,1,,
Endoplasmic reticulum stress: molecular mechanism and therapeutic targets,"Xingyi Chen, Chaoran Shi, Meihui He et al.",2023,https://doi.org/10.1038/s41392-023-01570-w,Signal Transduction and Targeted Therapy,Radiation,784,1,,
Fe/Cu diatomic catalysts for electrochemical nitrate reduction to ammonia,"Shuo Zhang, Jianghua Wu, Mengting Zheng et al.",2023,https://doi.org/10.1038/s41467-023-39366-9,Nature Communications,Radiation,588,1,,
"Modules for Experiments in Stellar Astrophysics (MESA): Time-dependent Convection, Energy Conservation, Automatic Differentiation, and Infrastructure","Adam S. Jermyn, Evan B. Bauer, Josiah Schwab et al.",2023,https://doi.org/10.3847/1538-4365/acae8d,The Astrophysical Journal Supplement Series,Radiation,479,1,,
The 2023 terahertz science and technology roadmap,"Alfred Leitenstorfer, A. S. Moskalenko, Tobias Kampfrath et al.",2023,https://doi.org/10.1088/1361-6463/acbe4c,Journal of Physics D Applied Physics,Radiation,432,1,,
Developing Ni single-atom sites in carbon nitride for efficient photocatalytic H2O2 production,"Xu Zhang, Hui Su, Peixin Cui et al.",2023,https://doi.org/10.1038/s41467-023-42887-y,Nature Communications,Radiation,391,1,,
Impact of impurities on water electrolysis: a review,"Hans Becker, James Murawski, Dipak V. Shinde et al.",2023,https://doi.org/10.1039/d2se01517j,Sustainable Energy & Fuels,Radiation,264,1,,
Simulation of the radiation exposure of microorganisms living in submarine hydrothermal systems using GATE and Geant4-DNA Monte Carlo simulation tools,"Giovanna Rosa Fois, Dariana Llanes Vega, Alexis Pereda et al.",2023,https://doi.org/10.21175/rad.abstr.book.2023.39.11,Book of Abstracts,Radiation,253,1,,
Synergistic effects of mixing and strain in high entropy spinel oxides for oxygen evolution reaction,"Jihyun Baek, Md Delowar Hossain, Pinaki Mukherjee et al.",2023,https://doi.org/10.1038/s41467-023-41359-7,Nature Communications,Radiation,229,1,,
Large-area synthesis and transfer of multilayer hexagonal boron nitride for enhanced graphene device arrays,"Satoru Fukamachi, Pablo Solís‐Fernández, Kenji Kawahara et al.",2023,https://doi.org/10.1038/s41928-022-00911-x,Nature Electronics,Radiation,181,1,,
A D-3He fusion reactor for the mitigation of global warming,E. Mazzucato,2023,https://doi.org/10.1016/j.fpp.2023.100022,Fundamental Plasma Physics,Radiation,7,1,,
Photoionization and Opacity,Anil K. Pradhan,2023,https://doi.org/10.3390/atoms11030052,Atoms,Radiation,6,1,,
A method for calculating the radiation characteristics of nonequilibrium laboratory plasmas,"V. I. Oreshkin, E. V. Oreshkin, D. L. Shmelev",2023,https://doi.org/10.1063/5.0160649,Physics of Plasmas,Radiation,5,0,,
Thermal quench induced by a composite pellet-produced plasmoid,"P. Aleynikov, Alistair M. Arnold, B. N. Breǐzman et al.",2023,https://doi.org/10.1088/1741-4326/ad0acc,Nuclear Fusion,Radiation,4,1,,
X-Ray/Radio Quasiperiodic Pulsations Associated with Plasmoids in Solar Flare Current Sheets,"Pankaj Kumar, J. T. Karpen, Joel Dahlin",2025,https://doi.org/10.3847/1538-4357/ada293,The Astrophysical Journal,Reconnection,10,1,,
Merging plasmoids and nanojet-like ejections in a coronal current sheet,"Samrat Sen, F. Moreno‐Insertis",2025,https://doi.org/10.1051/0004-6361/202453595,Astronomy and Astrophysics,Reconnection,7,1,,
A study of resistive peeling–ballooning modes across spherical tokamaks,"A. Kleiner, K. Imada, F. Ebrahimi et al.",2025,https://doi.org/10.1088/1361-6587/adf91a,Plasma Physics and Controlled Fusion,Reconnection,5,1,,
Plasma burn—mind the gap,"H. Meyer, on behalf of the STEP Plasma Team",2024,https://doi.org/10.1098/rsta.2023.0406,Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences,Reconnection,34,1,,
Plasmoid identification and statistics in two-dimensional Harris sheet and GRMHD simulations,"Jesse Vos, Héctor Olivares, Benoît Cerutti et al.",2024,https://doi.org/10.1093/mnras/stae1046,Monthly Notices of the Royal Astronomical Society,Reconnection,12,1,,
2.5D Magnetohydrodynamic Simulation of the Formation and Evolution of Plasmoids in Coronal Current Sheets,"Sripan Mondal, A. K. Srivastava, D. I. Pontin et al.",2024,https://doi.org/10.3847/1538-4357/ad2079,The Astrophysical Journal,Reconnection,7,1,,
Neural network based fast prediction of double tearing modes in advanced tokamak plasmas,"Xu Jian, Qi-Bin Luan, Hui Li et al.",2024,https://doi.org/10.1063/5.0229910,Physics of Plasmas,Reconnection,1,1,,
"The JET hybrid scenario in Deuterium, Tritium and Deuterium-Tritium","J. Hobirk, C. Challis, A. Kappatou et al.",2023,https://doi.org/10.1088/1741-4326/acde8d,Nuclear Fusion,Reconnection,58,1,,
Magnetotail plasma eruptions driven by magnetic reconnection and kinetic instabilities,"Minna Palmroth, T. I. Pulkkinen, Urs Ganse et al.",2023,https://doi.org/10.1038/s41561-023-01206-2,Nature Geoscience,Reconnection,29,1,,
Plasmoid Instability in the Multiphase Interstellar Medium,"Drummond B. Fielding, Bart Ripperda, Alexander Philippov",2023,https://doi.org/10.3847/2041-8213/accf1f,The Astrophysical Journal Letters,Reconnection,27,1,,
Three-dimensional Simulation of Thermodynamics on Confined Turbulence in a Large-scale CME-flare Current Sheet,"Jing Ye, J. C. Raymond, Zhixing Mei et al.",2023,https://doi.org/10.3847/1538-4357/acf129,The Astrophysical Journal,Reconnection,14,1,,
3D coupled tearing-thermal evolution in solar current sheets,"Samrat Sen, J. M. Jenkins, Rony Keppens",2023,https://doi.org/10.1051/0004-6361/202347038,Astronomy and Astrophysics,Reconnection,10,1,,
Real time detection of multiple stable MHD eigenmode growth rates towards kink/tearing modes avoidance in DIII-D tokamak plasmas,"Tong Liu, S. Munaretto, N.C. Logan et al.",2023,https://doi.org/10.1088/1741-4326/ad0bce,Nuclear Fusion,Reconnection,4,1,,
Resistive instabilities in toroidal anisotropic plasmas,"Tonghui Shi, Biao Shen, Baonian Wan",2023,https://doi.org/10.1063/5.0169885,AIP Advances,Reconnection,1,1,,
Undepleted direct laser acceleration,"Itamar Cohen, Talia Meir, Kavin Tangtartharakul et al.",2024,https://doi.org/10.1126/sciadv.adk1947,Science Advances,Scaling,23,1,,
"Neutron-producing gas puff Z-pinch experiments on a fast, low-impedance, 0.5 MA linear transformer driver","F. Conti, A. Williams, H. U. Rahman et al.",2024,https://doi.org/10.1063/5.0218390,Journal of Applied Physics,Scaling,4,1,,
Optimized laser production of thermonuclear neutrons from plasma of submicron-sized clusters,"D. A. Gozhev, S. G. Bochkarev, M. G. Lobok et al.",2024,https://doi.org/10.1063/5.0206751,Physics of Plasmas,Scaling,4,1,,
Magneto-Inertial Fusion and Powerful Plasma Installations (A Review),Sergei V. Ryzhkov,2023,https://doi.org/10.3390/app13116658,Applied Sciences,Scaling,54,1,,
Proton imaging of high-energy-density laboratory plasmas,"D. B. Schaeffer, A. F. A. Bott, M. Borghesi et al.",2023,https://doi.org/10.1103/revmodphys.95.045007,Reviews of Modern Physics,Scaling,45,1,,
Exploring the parameter space of MagLIF implosions using similarity scaling. I. Theoretical framework,"D. E. Ruiz, Paul Schmit, David Yager-Elorriaga et al.",2023,https://doi.org/10.1063/5.0126696,Physics of Plasmas,Scaling,29,1,,
Ultra-high efficiency bremsstrahlung production in the interaction of direct laser-accelerated electrons with high-Z material,"P. Tavana, N. D. Bukharskii, M. Gyrdymov et al.",2023,https://doi.org/10.3389/fphy.2023.1178967,Frontiers in Physics,Scaling,18,1,,
Neutron yield scaling law in laser-cluster fusion experiments,"Junho Won, Jaehyun Song, Seongmin Lee et al.",2023,https://doi.org/10.1088/1741-4326/accdea,Nuclear Fusion,Scaling,6,1,,
Reducing computational complexity of implicit schemes in modeling kinetic inelastic collisions in partially ionized plasma,D. Lederman et al.,2024,,Journal of Computational Physics,adjacent,0,1,reference/papers/dpf-direct/lederman-2024-implicit-schemes-plasma.pdf,
reconnection rayleigh taylor turbulence,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/reconnection-rayleigh-taylor-turbulence.pdf,
bogaerts 2009 plasma modeling overview,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/bogaerts-2009-plasma-modeling-overview.pdf,
collisional collisionless plasma shocks,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/collisional-collisionless-plasma-shocks.pdf,
path integral md quantum electrons,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/path-integral-md-quantum-electrons.pdf,
particle feedback acceleration reconnection,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/particle-feedback-acceleration-reconnection.pdf,
time parallel particle trajectories,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/time-parallel-particle-trajectories.pdf,
pic lithium redeposition plasma,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/pic-lithium-redeposition-plasma.pdf,
parametric turbulent energy hall mhd,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/parametric-turbulent-energy-hall-mhd.pdf,
reignition vacuum arc magnetic field,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/reignition-vacuum-arc-magnetic-field.pdf,
external bfield rayleigh taylor,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/external-bfield-rayleigh-taylor.pdf,
reliability analysis pulsed power,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/reliability-analysis-pulsed-power.pdf,
impurities zonal flows tokamak,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/impurities-zonal-flows-tokamak.pdf,
langmuir probes wide density range,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/langmuir-probes-wide-density-range.pdf,
ml accelerated kinetic plasma sims,See PDF,2023,,Various,adjacent,0,1,reference/papers/plasma-general/ml-accelerated-kinetic-plasma-sims.pdf,
Study on the Influence of Key Parameters of Dense Plasma Focus on Neutron Yield,"HUANG-Tian, WANG-Siyuan, DUAN-Shuchao",2026,https://doi.org/10.7498/aps.75.20251704,Acta Physica Sinica,core-dpf,0,1,,
Deuterium–argon admixture for plasma focus neutron generation,"Muhammad Luqman Haqqim Omar, Seong Ling Yap, Han Yi Tan et al.",2026,https://doi.org/10.1140/epjp/s13360-026-07342-z,The European Physical Journal Plus,core-dpf,0,1,,
Numerical Optimization of Neon Soft X-ray Emission in a Spherical Plasma Focus Device with Lee Code,"M I Nayeem, M A Malek",2026,https://doi.org/10.21203/rs.3.rs-8592689/v1,?,core-dpf,0,1,,
Three-Dimensional MHD Simulation of Z-Pinch Sausage and Kink Modes: A Proof of Concept,Mihai Alexandru Bucurenciu,2026,https://doi.org/10.5281/zenodo.18529049,Zenodo (CERN European Organization for Nuclear Research),core-dpf,0,1,,
Three-Dimensional MHD Simulation of Z-Pinch Sausage and Kink Modes: A Proof of Concept,Mihai Alexandru Bucurenciu,2026,https://doi.org/10.5281/zenodo.18529048,Zenodo (CERN European Organization for Nuclear Research),core-dpf,0,1,,
Deuterium hybrid X-pinch driven by small dense plasma focus,J. Novotny et al.,2026,,Physics of Plasmas,core-dpf,0,1,reference/papers/dpf-direct/novotny-2026-hybrid-xpinch-dpf.pdf,
On modeling nonlinear phenomena under the influence of an electromagnetic field in a dense plasma,V. Pavlov et al.,2026,,Physics of Plasmas,core-dpf,0,1,reference/papers/dpf-direct/pavlov-2026-nonlinear-dense-plasma.pdf,
Neutron generation dynamics inside a MA-class dense plasma focus Z-pinch,"C. Goyon, A. Link, Owen B. Drury et al.",2025,https://doi.org/10.1063/5.0253547,Physics of Plasmas,core-dpf,2,1,,
Investigating graphite surface and structural modifications induced by hydrogen ion bombardment in a plasma focus device,"Mir mohammadreza Seyedhabashi, Maryam Ebrahimi, Ehsanollah Noori et al.",2025,https://doi.org/10.1016/j.rinma.2025.100698,Results in Materials,core-dpf,2,1,,
Double 3 MJ dense plasma focus for thermonuclear drive inertial confinement fusion,"S. M. Sadat Kiai, S. Adlparvar, H. Sadeghi et al.",2025,https://doi.org/10.1038/s41598-025-96736-7,Scientific Reports,core-dpf,1,1,docs/research-reference/core-dpf/2025_Double_3 MJ_dense_plasma_focus_for_thermonuclear_drive_inertial_confinement_fusi.pdf,
Enhanced Growth Rate of ITO Thin Films via Pulsed Electron Beam-Assisted Deposition Using a 3.0 kJ Dense Plasma Focus (UMDPF02) Device,"Haruna P. Wante, S. L. Yap, K. Y. Tsung et al.",2025,https://doi.org/10.1088/1402-4896/adeb07,Physica Scripta,core-dpf,1,1,,
Differences in shots with high and low neutron yield production in mega-ampere plasma focus discharges,"P. Kubeš, M. Paduch, B. Cikhardtová et al.",2025,https://doi.org/10.1063/5.0246587,Physics of Plasmas,core-dpf,1,1,,
Neutron generation dynamics inside a MA-class dense plasma focus Z-pinch,"C. Goyon, A. Link, O. Drury et al.",2025,10.1063/5.0253547,Physics of Plasmas,core-dpf,1,1,,"Dense plasma focii (DPFs) are appealing as energy efficient sources of short pulses of ions, neutrons, and x rays. The output of these sources is expected to scale with input current (I4), but has bee"
Neutron Yield Enhancement Through Gas Admixture and Cathode Radius Variation in a Plasma Focus Device,"S. L. Yap, L. MUHAMMAD, Haiyun Tan et al.",2025,https://doi.org/10.1109/tps.2025.3565331,IEEE Transactions on Plasma Science,core-dpf,0,0,,
Neutron Yield Optimization From a Palm Top Plasma Focus Device Using Lee Code,"Mohammad Nayeem, Surajit Biswas, Md. Khairul Islam et al.",2025,https://doi.org/10.1109/tps.2025.3525982,IEEE Transactions on Plasma Science,core-dpf,0,0,,
Numerical Study for Prediction of Neon Soft X-Ray Yield Emitted from the Plasma Focus Devices Using the Lee Model Code for Different Anode Shapes,"R. Albahri, Y. Abou‐Ali, M. Akel",2025,https://doi.org/10.1134/s1063780x2460169x,Plasma Physics Reports,core-dpf,0,0,,
AUTOMATED NUMERICAL EXPERIMENTS TO OPTIMIZE TAPERED ANODE CONFIGURATION FOR SOFT X-RAY YIELD IN A LOW-ENERGY PLASMA FOCUS,"A. A. Lashin, Kamal M. Ahmed, Sayed A. Ward et al.",2025,https://doi.org/10.55766/sujst8332,Suranaree Journal of Science and Technology,core-dpf,0,0,,
Nitrogen ion irradiation of carbon thin films using a dense plasma focus: enhanced doping and structural modifications,"Haruna P. Wante, S. L. Yap, K. Y. Tsung et al.",2025,https://doi.org/10.1140/epjp/s13360-025-06761-8,The European Physical Journal Plus,core-dpf,0,1,docs/research-reference/core-dpf/2025_Nitrogen_ion_irradiation_of_carbon_thin_films_using_a_dense_plasma_focus_enhanc.pdf,
Numerical studies of plasma emission in a mega joule plasma focus using Lee code,"M. A. Malek, M. Nazmul Huda, Md. Khairul Islam et al.",2025,https://doi.org/10.14311/ppt.2025.1.1,Plasma Physics and Technology,core-dpf,0,1,docs/research-reference/core-dpf/2025_Numerical_studies_of_plasma_emission_in_a_mega_joule_plasma_focus_using_Lee_code.pdf,
Faeton-I: Investigation of plasma dynamics and radiation output of a 100 kV plasma focus device,"Vahid Damideh, J. C. Btaiche, A. Ho et al.",2025,https://doi.org/10.21203/rs.3.rs-6466595/v1,?,core-dpf,0,1,,
Experimental results and analysis of plasma dynamics and radiation output of the 100 kV dense plasma focus FAETON-I,"Vahid Damideh, J. C. Btaiche, A. Ho et al.",2025,https://doi.org/10.1038/s41598-025-07939-x,Scientific Reports,core-dpf,0,1,docs/research-reference/core-dpf/2025_Experimental_results_and_analysis_of_plasma_dynamics_and_radiation_output_of_the.pdf,
Investigation on the dynamics of Z-pinch in discharge-produced plasma sources via two-dimensional MHD simulations,"Yanxia Xu, M. Ying, Xuanyu Yuanhua et al.",2025,https://doi.org/10.1063/5.0250789,AIP Advances,core-dpf,0,1,,
Overview of Flow Z-Pinch Theory and Modeling at Zap Energy,"Eric Meier, J. Coughlin, D. W. Crews et al.",2025,https://doi.org/10.1109/ppps56198.2025.11248263,?,core-dpf,0,0,,
"Beam Target Neutron Production Using Laser Ablated Deuterated Polyethylene on a 1 MA, 100 ns z-Pinch Device","Eric Dutra, A. M. Covington, Brian Appelbe et al.",2025,https://doi.org/10.1109/ppps56198.2025.11248664,?,core-dpf,0,0,,
Acoustic Seeding in Liquid-Phase Targets for Pre-Conditioned Plasma Columns: From Liquid-Phase Structuring to Z-Pinch and Magnetic Reconnection,Ali Saleh Ahmed,2025,https://doi.org/10.6084/m9.figshare.30929417.v3,Figshare,core-dpf,0,1,,
Acoustic Seeding in Liquid-Phase Targets for Pre-Conditioned Plasma Columns: From Liquid-Phase Structuring to Z-Pinch and Magnetic Reconnection,Ali Saleh Ahmed,2025,https://doi.org/10.6084/m9.figshare.30929417.v2,Figshare,core-dpf,0,1,,
Acoustic Seeding in Liquid-Phase Targets for Pre-Conditioned Plasma Columns: From Liquid-Phase Structuring to Z-Pinch and Magnetic Reconnection,Ali Saleh Ahmed,2025,https://doi.org/10.6084/m9.figshare.30929417.v1,Figshare,core-dpf,0,1,,
Acoustic Seeding in Liquid-Phase Targets for Pre-Conditioned Plasma Columns: From Liquid-Phase Structuring to Z-Pinch and Magnetic Reconnection,Ali Saleh Ahmed,2025,https://doi.org/10.6084/m9.figshare.30929417,Figshare,core-dpf,0,1,,
Atmospheric Influence on the Structural and Mechanical Properties of TiN Coating Deposited on NiTi Shape Memory Alloy via Mather-Type Dense Plasma Focus,"Mahdiyeh Soltanalipour, Jafar Khalil‐Allafi",2025,https://doi.org/10.47176/jame.44.3.1098,Mavādd-i pīshraftah dar muhandisī,core-dpf,0,1,,
Parametric profiles of plasma current sheath in argon plasma focus during axial phase,"Kamal M. Ahmed, Sayed A. Ward, T. M. Allam et al.",2025,https://doi.org/10.1007/s42452-025-06697-9,Discover Applied Sciences,core-dpf,0,1,,
Hybrid X-Pinch as Localized Source of Fusion Protons,"J. Novotný, D. Klír, J. Cikhardt et al.",2025,https://doi.org/10.1109/ppps56198.2025.11248172,?,core-dpf,0,0,,
Theoretical and numerical studies on motion process of dense plasma focus,"Qiang Sun, Ye Dong, Yang Wei et al.",2025,https://doi.org/10.7498/aps.74.20250040,Acta Physica Sinica,core-dpf,0,1,docs/research-reference/core-dpf/2025_Theoretical_and_numerical_studies_on_motion_process_of_dense_plasma_focus.pdf,
Experimental results and analysis of plasma dynamics and radiation output of the 100 kV dense plasma focus FAETON-I,"Vahid Damideh, J. C. Btaiche, Alex Ho et al.",2025,10.1038/s41598-025-07939-x,Scientific Reports,core-dpf,0,0,docs/research-reference/core-dpf/2025_Experimental_results_and_analysis_of_plasma_dynamics_and_radiation_output_of_the.pdf,"FAETON-I is the highest direct-charged voltage plasma focus (PF), at 100 kV, 1 MA peak current. F-I produces consistent \documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepack"
Neutron generation dynamics inside a MA-class dense plasma focus Z-pinch,"C. Goyon, A. Link, O. Drury et al.",2025,,Physics of Plasmas,core-dpf,0,1,reference/papers/dpf-direct/goyon-2025-ma-class-dpf-neutron.pdf,
Experimental results and analysis of plasma dynamics and radiation output of the 100 kV dense plasma focus FAETON-I,V. Damideh et al.,2025,,Scientific Reports,core-dpf,0,1,reference/papers/dpf-direct/damideh-2025-faeton-i-experimental.pdf,
Double 3 MJ dense plasma focus for thermonuclear drive inertial confinement fusion,S.M.S. Kiai et al.,2025,,Physics of Plasmas,core-dpf,0,1,reference/papers/dpf-direct/kiai-2025-double-3mj-dpf-icf.pdf,
Measurement of electric flux emission: a new diagnostic for the dense plasma focus,A. Blagoev et al.,2025,,Plasma Physics and Controlled Fusion,core-dpf,0,1,reference/papers/dpf-direct/blagoev-2025-electric-flux-dpf-diagnostic.pdf,
DPF Simulation Challenge Paper (Full APA),Various,2025,,Conference Paper,core-dpf,0,1,docs/DPF_Simulation_Challenge_Full_APA.docx,
MegaJOuLe Neutron Imaging Radiography (MJOLNIR) Dense Plasma Focus Rebuild and High Current Experiments,"Andréa Schmidt, E. Anaya, Michael G. Anderson et al.",2024,https://doi.org/10.1109/tps.2024.3382229,IEEE Transactions on Plasma Science,core-dpf,4,0,,
Characterization of the Plasma Generated by a Compact Theta Pinch,"Sagi Turiel, A. N. Gribov, D. Maler et al.",2024,https://doi.org/10.3390/plasma7040053,Plasma,core-dpf,3,1,,
Evolution of filament-like compact structures in small 3 kJ dense plasma focus discharges,"P. Kubeš, Ł. Marciniak, Marek J. Sadowski et al.",2024,https://doi.org/10.1063/5.0187304,Physics of Plasmas,core-dpf,2,1,,
The Investigation of Pre-ionization Effect on the Improvement of Pinch Quality and Increased Hard X-ray Radiation in a Dense Plasma Focus (DPF) Device,"Abdolhadi Hosseinzadeh, Naser Vosoughi, T. D. Mahabadi et al.",2024,https://doi.org/10.1007/s10894-024-00415-w,Journal of Fusion Energy,core-dpf,2,0,,
Poloidal magnetic field in the dense plasma focus,S. K. H. Auluck,2024,https://doi.org/10.1063/5.0189593,Physics of Plasmas,core-dpf,1,1,,
Preparations for pB11 tests in the FF-2B dense plasma focus,"Eric J. Lerner, S. M. Hassan",2024,https://doi.org/10.3389/fphy.2024.1438880,Frontiers in Physics,core-dpf,1,1,,
Spot size measurement of a deuterium–tritium dense plasma focus using neutron radiography,"L. Tafoya, V. Geppert-Kleinrath, J. Allison et al.",2024,https://doi.org/10.1063/5.0187567,Review of Scientific Instruments,core-dpf,1,1,,
First experiments looking at the symmetry of the plasma formation phase of the dense plasma focus using d-dot probes,"A. Blagoev, Vasil G. Yordanov, S. K. H. Auluck",2024,https://doi.org/10.1088/1742-6596/2710/1/012033,Journal of Physics Conference Series,core-dpf,1,1,,
Comparison of density profiles measured via laser interferometry with MHD simulations during shock wave reflection on mega-ampere dense plasma focus,"J. Malir, D. Klír, J. Cikhardt et al.",2024,https://doi.org/10.1063/5.0193268,Physics of Plasmas,core-dpf,1,1,,
z-Pinch Stabilization by a Frozen-In Axial Magnetic Flux,Pasquale Lucibello,2024,10.1109/TPS.2024.3359665,IEEE Transactions on Plasma Science,core-dpf,1,0,,"We consider a neutral plasma, within a tubular dielectric container, under the action of a screw pinch whose magnetic field has the axial component completely embedded in the plasma and the azimuthal "
Symmetry and structure in the “Generalized Plasma Focus problem”,S. Auluck,2024,10.1063/5.0225122,Physics of Plasmas,core-dpf,1,0,,The “Generalized Plasma Focus problem” refers to a generic class of plasma propagation phenomena that share many features of a dense plasma focus device. Its recent theoretical development has been sh
Deuteron beam fluence emitted from dense plasma focus: Comparative investigation and simulation,"A. Altarabulsi, Y. Abou‐Ali, S. Alsheikh Salo et al.",2024,https://doi.org/10.22201/icat.24486736e.2024.22.4.2413,Journal of Applied Research and Technology,core-dpf,0,1,docs/research-reference/core-dpf/2024_Deuteron_beam_fluence_emitted_from_dense_plasma_focus_Comparative_investigation.pdf,
Study of the plasma pinch and ion beam properties versus the nitrogen gas pressure using the Lee model code,"Alaa Nassif, Walid Sahyouni, Ola Zeidan",2024,https://doi.org/10.21203/rs.3.rs-4002830/v1,Research Square (Research Square),core-dpf,0,1,docs/research-reference/core-dpf/2024_Study_of_the_plasma_pinch_and_ion_beam_properties_versus_the_nitrogen_gas_pressu.pdf,
MHD simulations of turbulent development of the Z-pinch sausage instability.,"S. F. Garanin, V. Yu. Dolinskii",2024,https://doi.org/10.34854/icpaf.2023.50.2023.1.1.101,?,core-dpf,0,0,,
Axial confinement of wire array Z-pinch precursor plasmas by a pulsed magnetic mirror field,"Chiatai Chen, E. S. Lavine, William Potter et al.",2024,https://doi.org/10.1063/5.0207561,Physics of Plasmas,core-dpf,0,1,,
"A hybrid-kinetic simulation tool for non-thermal warm x-ray z-pinch sources, with gas-puff and wire array exemplars",Nichelle Bennett,2024,https://doi.org/10.2172/2480192,?,core-dpf,0,1,docs/research-reference/core-dpf/2024_A_hybrid-kinetic_simulation_tool_for_non-thermal_warm_x-ray_z-pinch_sources_wit.pdf,
Exploration of microscopic physical processes of Z-pinch by a modified electrostatic direct implicit particle-in-cell algorithm,"Kaixuan Li, Cheng Ning, Dong Ye et al.",2024,https://doi.org/10.1088/1674-1056/ad553a,Chinese Physics B,core-dpf,0,1,,
A pulsed neutron source with a sealed dense plasma focus chamber,"Chuan Liang, Ming-Jia Li, Jia Yun-he et al.",2024,https://doi.org/10.1088/1748-0221/19/10/p10035,Journal of Instrumentation,core-dpf,0,0,,
