ID,Category,Title,Authors,Year,DOI,ArXiv,Abstract,Page Count,Methods,Domain Tags
50,01-Core-DPF,Voltage characteristics of a rotating plasma,,1961,,,"View the article online for updates and enhancements. You may also like On the current density limiting effect in SF6-based mixtures A A Belevtsev, K N Firsov, S Yu Kazantsev et al. -NUMERICAL SIMULATIONS OF Z-PINCH EXPERIMENTS TO CREATE SUPERSONIC DIFFERENTIALLY ROTATING PLASMA FLOWS M. Bocchi, B. Ummels, J. P. Chittenden et al.-Discussion of the deflagration index expression for cylindrical vessel Zhe Song, Peili Zhang, Jianjun Liang et al. -This content was downloaded from IP a",7,experimental,dense_plasma_focus; z_pinch; plasma_physics; nuclear_fusion
53,01-Core-DPF,Assessment of ALEGRA Computation for Magnetostatic Configurations,,,,,"─ A closed-form solution is described here for the equilibrium configurations of the magnetic field in a simple heterogeneous domain. This problem and its solution are used for rigorous assessment of the accuracy of the ALEGRA code in the quasistatic limit. By the equilibrium configuration we understand the static condition, or the stationary states without macroscopic current. The analysis includes quite a general class of 2D solutions for which a linear isotropic metallic matrix is pl",4,simulation; experimental,dense_plasma_focus; mhd; nuclear_fusion
55,01-Core-DPF,Fully Three-dimensional Simulation and Modeling,,,,,"A Dense Plasma Focus (DPF) is a pulsed-powermachine that electromagnetically accelerates and cylindricallycompresses a shocked plasma in a Z-pinch. The pinch results in abrief (∼100 nanosecond) pulse of X-rays, and, for some workinggases, also a pulse of neutrons. A great deal of experimentalresearch has been done into the physics of DPF reactions, andthere exist mathematical models describing its behavior duringthe different time phases of the reaction. Two of the phases,known as the in",7,experimental; simulation; machine_learning,dense_plasma_focus; z_pinch; mhd; plasma_physics; nuclear_fusion; radiation; pulsed_power; electrode_materials; circuit_modeling
37,01-Core-DPF,Kinetic Analysis of Electrode Heating Effects in a Torr Regime Capacitively Coupled Plasma Reactor 2 D Particle in Cell Simulation Study,,,,,,,,dense_plasma_focus; plasma_physics; electrode_materials; particle_methods
38,01-Core-DPF,Lee-paper.pdf,fquarant,,,,,16,,dense_plasma_focus
27,01-Core-DPF,Optimization and Development of a Dense Plasma Focus Simulator,,,,,"This paper outlines the development and optimization of a comprehensive Dense Plasma Focus (DPF) simulator. Thesimulator leverages GPU acceleration via Metal APIs and parallel processing through multi-core CPU optimizations,designed for high-performance computing (HPC) on Apple Silicon systems.",2,simulation,dense_plasma_focus; plasma_physics; machine_learning
21,01-Core-DPF,The Pinch Effect,,,,,,27,,dense_plasma_focus; plasma_physics; nuclear_fusion
75,02-Z-Pinch,Effects of external magnetic fields on the multi-mode Rayleigh–Taylor instability,,2026,10.1063/5.0305344,,"The magneto-Rayleigh –Taylor instability (mRTI) is a key process in inertial confinement fusion and is thought to be widespread in the inter-stellar medium, where it can concentrate plasma into discrete structures. We present resistive MHD simulations of the nonlinear evolution ofmulti-mode mRTI in both two and three dimensions, examining the effects of uniform external magnetic fields oriented either parallel or per-pendicular to the initial interface. In both 2D and 3D, weak parallel fields",24,simulation; analytical; machine_learning,z_pinch; mhd; plasma_physics; nuclear_fusion; turbulence
71,02-Z-Pinch,Effects of parallel magnetic fields on sheaths near biased electrodes in a highly collisional Z-pinch plasma,C. R. Skolar; B. Srinivasan,2026,,,,10,experimental; simulation,z_pinch; plasma_physics; nuclear_fusion; electrode_materials
72,02-Z-Pinch,Explosive eruption cycles in a rotating Z-pinch,David N. Hosking; Luca Swinnerton; Rahul Kesavan,2026,,,,13,experimental; simulation; machine_learning,z_pinch; mhd; plasma_physics; nuclear_fusion; turbulence
73,02-Z-Pinch,The Hall Term and Anomalous Resistivity Effects in Neon Gas-Puff Z-Pinches,A. Rososhek; C. E. Seyler; E. S. Lavine; D. A. Hammer,2026,,,,6,experimental; simulation; machine_learning,z_pinch; mhd; plasma_physics; radiation; pulsed_power; electrode_materials; turbulence
65,02-Z-Pinch,A Comprehensive Analytical Model of the Dynamic Z-Pinch,Alejandro Mesa Dame; Eric S. Lavine; David A. Hammer,2025,,,,24,experimental; analytical; machine_learning; simulation,dense_plasma_focus; z_pinch; mhd; plasma_physics; nuclear_fusion; radiation; diagnostics; electrode_materials
79,02-Z-Pinch,AIP Advances ARTICLE pubs.aip.org/aip/adv,,2025,10.1063/5.0250789,,"The plasma Z-pinch plays a pivotal role in generating bright optical radiation with short wavelengths in Discharge-produced Plasma (DPP)sources, such as capillary discharge-produced and inductively driven electrodeless light sources. In this study, we investigate the Z-pinchdynamics of DPP-based electrodeless light sources using two-dimensional magnetohydrodynamic simulations via the USim code. Meanwhile,the influences of plasma density disturbances and the parametric effects of pulsed curren",11,experimental; simulation,dense_plasma_focus; z_pinch; mhd; plasma_physics; nuclear_fusion; pulsed_power; electrode_materials
66,02-Z-Pinch,Asymptotic scaling laws for the stagnation conditions of Z-pinch implosions,,2025,,,,15,experimental; analytical,z_pinch; plasma_physics; nuclear_fusion; radiation
67,02-Z-Pinch,Bennett Vorticity: A family of nonlinear Shear-Flow Stabilized Z-pinch equilibria,Matt Russell,2025,,,,20,experimental; machine_learning,z_pinch; mhd; plasma_physics; nuclear_fusion; turbulence; physics_informed_ml
68,02-Z-Pinch,Case study of a differentiable heterogeneous multiphysics solver for a nuclear fusion application,Jack B. Coughlin; Archis Joglekar; Jonathan Brodrick; Alexander Lavin,2025,,,"This work presents a case study of a heterogeneous multiphysics solver from thenuclear fusion domain. At the macroscopic scale, an auto-differentiable ODEsolver in JAX computes the evolution of the pulsed power circuit and bulk plasmaparameters for a compressing Z Pinch. The ODE solver requires a closure for theimpedance of the plasma load obtained via root-finding at every timestep, whichwe solve efficiently using gradient-based Newton iteration. However, incorporatingnon-differentiable p",7,simulation; analytical,z_pinch; plasma_physics; nuclear_fusion; radiation; machine_learning; numerical_methods; pulsed_power; electrode_materials; circuit_modeling; ai_scientific_discovery
69,02-Z-Pinch,Impulse-driven transport of liquid metal from z-pinch electrodes and implications for fusion fuel contamination,Daniel P. Weber; Colin S. Adams,2025,,,,13,experimental,z_pinch; mhd; plasma_physics; nuclear_fusion; electrode_materials
70,02-Z-Pinch,Spectroscopic measurements of graphite electrode erosion on the ZaP-HD sheared-flow-stabilized Z-pinch device,Amierul Aqil Khairi; Elyse Lian; Uri Shumlak,2025,,,,10,experimental,z_pinch; plasma_physics; nuclear_fusion; radiation; diagnostics; electrode_materials
63,02-Z-Pinch,DATTA et al.,,2024,,,The FuZE sheared-flow-stabilized Z pinch at Zap Energy is simulated using whole-device modeling employing anaxisymmetric resistive magnetohydrodynamic formulation implemented within the discontinuous Galerkin WARPXM frame-work. Simulations show formation of Z pinches with densities of approximately 1022m-3and total DD fusion neutron rate of107perµs for approximately 2 µs. Simulation-derived synthetic diagnostics show peak currents and voltages within 10% andtotal yield within approximately 3,8,experimental; simulation; machine_learning,z_pinch; mhd; plasma_physics; nuclear_fusion; numerical_methods; diagnostics; pulsed_power; electrode_materials; circuit_modeling
76,02-Z-Pinch,Estimation of gas puff Z-pinch parameters by using snowplow model simulation and the β factor variation,M. E. Abdel-Kader,2024,10.1007/s12648-025-03642-9,,"The gas puff z-pinch device is used to investigate the dynamics of injected plasma by neutral particles; duringthe injection of the plasma by the neutral particles, the temperature is lowered and the plasma density is increased. Thesnowplow model is used to simulate the gas puff z-pinch device and estimate the gas puff pinch parameters. The modeltakes into account the radial compression, the reﬂected shock wave, and the expansion phases. The electric circuit andmomentum equations are used and",10,experimental,z_pinch; mhd; plasma_physics; nuclear_fusion; radiation; pulsed_power; electrode_materials
61,02-Z-Pinch,"IEEE TPS © 2024 IEEE. PERSONAL USE IS PERMITTED, BUT REPUBLICATION/REDISTRIBUTION REQUIRES IEEE PERMISSION. 1",,2024,,,"The Kadomtsev pinch, namely the Z-pinch pro-file marginally stable to interchange modes, is revisited inlight of observations from axisymmetric MHD modeling of theFuZE sheared-flow-stabilized Z-pinch experiment. We show thatKadomtsev’s stability criterion, cleanly derived by the minimumenergy principle but of opaque physical significance, has anintuitive interpretation in the specific entropy analogous tothe Schwarzschild-Ledoux criterion for convective stability ofadiabatic pressure dis",13,simulation; experimental; review,z_pinch; mhd; plasma_physics
82,02-Z-Pinch,Progress on Multielement Spectroscopic Temperature and Impurity Studies on a High Flow Velocity Z-Pinch,,2024,10.1109/TPS.2024.3354119,,,11,experimental,z_pinch; mhd; plasma_physics; nuclear_fusion; radiation; diagnostics
62,02-Z-Pinch,Time-resolved measurement of neutron energy,,2024,,,"Previous measurements of neutron energy using fast plastic scintillatorswhile operating the Fusion Z Pinch Experiment (FuZE) constrained the energy ofany yield-producing deuteron beams to less than 4.65 keV. FuZE has since beenoperated at increasingly higher input power, resulting in increased plasma currentand larger fusion neutron yields. A detailed experimental study of the neutronenergy isotropy in these regimes applies more stringent limits to possible contributionsfrom beam-target fu",16,experimental; simulation,z_pinch; mhd; plasma_physics; nuclear_fusion; uncertainty_quantification; pulsed_power; electrode_materials
64,02-Z-Pinch,Z Pinch Kinetics II AIP/123-QED,,2024,,,,54,experimental,z_pinch; mhd; plasma_physics; nuclear_fusion; diagnostics; turbulence
60,02-Z-Pinch,Impact of the radial density profile on the Z-pinch stability at a microsecond rise time of the driving current,,2023,10.1063/5.0132064,,"This paper considers the instabilities of imploding aluminum metal-puff Z-pinches with an outer plasma shell. An experiment was per-formed on the GIT-12 generator (3.2–3.6 MA, /C241ls implosion times, and /C2415 cm initial Z-pinch radius). It was shown that the density pro-ﬁle of the Z-pinch material had the dominant effect on the growth and suppression of instabilities. Two Z-pinch load conﬁgurations wereused. The ﬁrst conﬁguration provided a tailored density proﬁle (TDP) [A. L. Velikovich et",12,experimental,z_pinch; mhd; plasma_physics; nuclear_fusion; pulsed_power
80,02-Z-Pinch,On the Evolution From Micrometer-Scale Inhomogeneity to Global Overheated Structure During the Intense Joule Heating of a z-Pinch Rod,,2017,10.1109/TPS.2017.2655450azimuthally,,Ultrafast optical microscopy of metal z-pinch rodspulsed with megaampere current is contributing new data andcritical insight into what provides the fundamental seed for themagneto-Rayleigh–Taylor (MRT) instability. A two-frame nearinfrared/visible intensiﬁed-charge-coupled device gated imagerwith 2-ns temporal resolution and 3- µm spatial resolution cap-tured emissions from the nonuniformly Joule heated surfaces ofultrasmooth aluminum (Al) rods. Nonuniform surface emissionsare consistently ﬁr,6,experimental; simulation; machine_learning,z_pinch; mhd; plasma_physics; nuclear_fusion; pulsed_power; electrode_materials
74,02-Z-Pinch,Calculation of the Equilibrium Evolution of the ZaP Flow $Z$ -Pinch Using a Four-Chord Interferometer,,2015,10.1109/TPS.2015.2431973with,,"A four-chord interferometer and measurementsfrom an array of surface-mounted magnetic probes were used inconjunction with equations of radial heat conduction and radialforce balance to calculate the equilibrium evolution of a pinchplasma in the ZaP ﬂow Z-pinch. A multiple shooting method wasused to solve the nonlinear coupled differential equation system,with ohmic heating and bremsstrahlung radiation as sources andsinks, respectively. Data from a single ZaP pulse are reportedincluding proﬁles",11,experimental,z_pinch; mhd; plasma_physics; radiation; diagnostics; pulsed_power
77,02-Z-Pinch,Helicon wave propagation and plasma equilibrium in high-density hydrogen plasma in converging magnetic fields,Juan Fran Caneses,2015,,,Plasma Research Laboratory Research School of Physics and Engineering ANU college of Physical and Mathematical Sciences,263,experimental; simulation,z_pinch; plasma_physics; nuclear_fusion; diagnostics
78,02-Z-Pinch,"Interferometric Characterization of Laboratory Plasma Astrophysical Jets Produced by a 1-<inline-formula> <tex-math notation=""TeX"">$\mu $ </tex-math></inline-formula>s Pulsed Power Driver",,2014,10.1109/TPS.2014.2323575time-resolved,,,2,experimental; simulation,z_pinch; mhd; plasma_physics; pulsed_power; electrode_materials
83,02-Z-Pinch,CitationRESEARCH ARTICLE| AUGUST 16 2006,,2006,10.1063/1.2234284,,"Structure of stagnated plasma in aluminum wire array Z pinchesG. N. HallBlackett Laboratory, Imperial College, London SW7 2BW, United KingdomS. A. Pikuz and T . A. ShelkovenkoLaboratory of Plasma Studies, Cornell University, Ithaca, New York 14853S. N. Bland, S. V. Lebedev, D. J. Ampleford,a/H20850J. B. A. Palmer, S. C. Bott,J. Rapley, and J. P . ChittendenBlackett Laboratory, Imperial College, London SW7 2BW, United KingdomJ. P . ApruzesePlasma Physics Division, Naval Research Laborato",17,experimental,z_pinch; mhd; plasma_physics; nuclear_fusion; radiation
81,02-Z-Pinch,Optical measurements of plasma dynamics in carbon fiber Z-pinches,R. Aliaga-Rossel;S.V. Lebedev;J.P. Chittenden;I.H. Mitchell;R. Saavedra;A.E. Dangor;M.G. Haines,1998,,,"A series of experiments has been carried out onthe Mega Ampere Generator for Plasma Implosion Experiments(MAGPIE) generator in order to study the dynamics of carbonﬁber Z-pinches. The generator was operated at 1.4 MV, with apeak current of 1 MA, and a rise time of 150 ns. In some shots,a current prepulse of about 30 kA was provided to study itsinﬂuence on the dynamics of the ﬁber pinch. Carbon ﬁbers of 7,33, and 300/22/22/22m diameter were used during these experiments.The diagnostics employe",7,experimental; simulation,z_pinch; mhd; plasma_physics; nuclear_fusion; radiation; pulsed_power; electrode_materials
88,03-MHD-Numerics,Asymptotic-preserving semi-implicit finite volume scheme for Extended Magnetohydrodynamics,Yi Han Toh; Joshua Dolence; Karthik Duraisamy,2025,,,"A Finite Volume (FV) scheme is developed for solving the extended magnetohydrodynamic(XMHD) equations, yielding accurate results in the ideal, resistive, and Hall MHD limits.This is accomplished by first re-writing the XMHD equations such that it allows the algo-rithm to retain the use of ideal MHD Riemann solvers and the constrained transport methodto preserve divergence-free magnetic fields. Incorporation of electron inertia and displace-ment current introduces additional numerical stiffn",42,simulation; experimental,z_pinch; mhd; plasma_physics; nuclear_fusion; numerical_methods
94,03-MHD-Numerics,Self-consistent full MHD coupling of JOREK and STARWALL for advanced plasma free boundary simulation,"R Sparago,F J Artola,M Hoelzl",2025,10.1088/1361-6587/adbfb9,,"An adequate modelling of the electromagnetic (EM) interaction of the plasma with thesurrounding conductors is paramount for the correct reproduction of 3D plasma dynamics.Simulations of the latter provide in turn useful predictions regarding the plasma evolution, therelated MHD modes leading to disruptions and the EM forces acting on the vacuum vessel’scomponents when said disruptions occur. The latest modelling efforts with the 3D FEMnon-linear JOREK code have been directed towards the edd",14,simulation; machine_learning; review,mhd; plasma_physics; nuclear_fusion; numerical_methods
86,03-MHD-Numerics,A Structure-Preserving Semi-implicit IMEX Finite Volume Scheme for Ideal Magnetohydrodynamics at all Mach and Alfvén Numbers,Walter Boscheri,2024,10.1007/s10915-024-02606-1,,"We present a divergence-free semi-implicit ﬁnite volume scheme for the simulation of theideal magnetohydrodynamics (MHD) equations which is stable for large time steps con-trolled by the local transport speed at all Mach and Alfvén numbers. An operator splittingtechnique allows to treat the convective terms explicitly while the hydrodynamic pressureand the magnetic ﬁeld contributions are integrated implicitly, yielding two decoupled linearimplicit systems. The linearity of the implicit part is a",38,simulation,mhd; plasma_physics; nuclear_fusion; numerical_methods
91,03-MHD-Numerics,Code-to-code comparison between FLASH and HYDRA in gas-puff Z-pinch modeling,,2024,10.1063/5.0231394,,"The numerical modeling of gas-puff Z pinches involves the nonlinear coupling of a broad range of complex, multi-physics phenomena thatmakes such simulations challenging. The challenge is further compounded by nonlinear instabilities that can impact the dynamics of implod-ing gas-puff Z pinches, such as the magneto Rayleigh –Taylor instability (MRTI). If the growth rate and amplitude of the latter is comparableto the relevant timescales and properties of the imploding plasma, the MRTI can dram",9,experimental; simulation,z_pinch; mhd; plasma_physics; nuclear_fusion; machine_learning; circuit_modeling; numerical_methods
92,03-MHD-Numerics,Interpretative 3D MHD modelling of deuterium SPI into a JET H-mode plasma,"M. Kong,E. Nardon,M. Hoelzl,D. Bonfiglio,D. Hu,S.-J. Lee,R. Samulyak,U. Sheikh,S. Silburn,F.J. Artola,A. Boboc,G. Bodner,P. Carvalho,E. Delabie,J.M. Fontdecaba,S.N. Gerasimov,T.C. Hender,S. Jachmich,D. Kos,K.D. Lawson,S. Pamela,C. Sommariva,. tancar,B. Stein-Lubrano,H.J. Sun,R. Sweeney,G. Szepesi,the JOREK Team",2024,10.1088/1741-4326/ad3b1c,,"The pre-thermal quench (pre-TQ) dynamics of a pure deuterium (D 2) shattered pellet injection(SPI) into a 3MA/ 7MJ JET H-mode plasma is studied via 3D non-linear MHD modelling withthe JOREK code. The interpretative modelling captures the overall evolution of the measureddensity and radiated power. The simulations also identify the importance of the drifts of ablationplasmoids towards the tokamak low field side (LFS) and the impurities in the backgroundplasma in fragment penetration, assimil",24,experimental; simulation; machine_learning,mhd; plasma_physics; nuclear_fusion; numerical_methods
85,03-MHD-Numerics,"MNRAS 000, 000–000 (2023) Preprint 12 July 2024 Compiled using MNRAS L ATEX style file v3.0",,2024,,,"We present a finite-volume, genuinely 4th-order accurate numerical method for solving the equations of resistive relativisticmagnetohydrodynamics (Res-RMHD) in Cartesian coordinates. In our formulation, the magnetic field is evolved in time interms of face-average values via the constrained-transport method while the remaining variables (density, momentum, energyandelectric fields)are advancedas cellvolume-averages. Spatialaccuracyemploys 5th-orderaccurate WENO-Zreconstructionfrompointvalues",17,experimental; simulation,mhd; plasma_physics; numerical_methods; physics_informed_ml
87,03-MHD-Numerics,Near real time 3D Reconstruction of the Solar Coronal Parameters Based,,2024,,,,,,mhd; numerical_methods
89,03-MHD-Numerics,Overleaf Example,,2024,,,"A new three-dimensional, non-linear, non-adiabatic Magnetohydro-dynamics (MHD) model has been implemented in MIPS code, which takes intoaccount the parallel heat diffusivity. The model has been benchmarked againstthe former MHD model used in MIPS code. A preliminary study of the coredensity collapse event (CDC) observed in the Large Helical Device (LHD) plasmahas been performed using the new model. The equilibrium has been constructedusing HINT code for axis β= 4% plasma with a steep press",11,simulation,mhd; plasma_physics; nuclear_fusion; diagnostics; numerical_methods
95,03-MHD-Numerics,Theory and Finite-Element Simulation Methodology of Gas Discharge Plasmas,,2024,,,"This comprehensive research work explores the intricate realm of gas discharge plasmasimulations, offering a profound understanding of its theoretical framework and providing a detaileddescription of the finite-element simulation process in COMSOL Multiphysics software. Firstly, a solidmathematical foundation essential for modeling gas discharge plasmas is established. Subsequently,a detailed finite-element simulation methodology is presented, along with practical guidance on theirimplement",20,experimental; simulation; review,mhd; plasma_physics; nuclear_fusion; radiation; numerical_methods; electrode_materials
84,03-MHD-Numerics,MPI-AMRVAC 3.0: Updates to an open-source simulation framework,"Keppens R., Popescu Braileanu B., Zhou Y., Ruan W., Xia C., Guo Y., Claes N., Bacchini F.",2023,10.1051/0004-6361/202245359,,"Context. Computational astrophysics nowadays routinely combines grid-adaptive capabilities with modern shock-capturing, highresolution spatio-temporal integration schemes in challenging multidimensional hydrodynamic and magnetohydrodynamic (MHD)simulations. A large, and still growing, body of community software exists, and we provide an update on recent developments withinthe open-source MPI-AMRVAC code.Aims. Complete with online documentation, the MPI-AMRVAC 3.0 release includes several rec",31,simulation,mhd; plasma_physics; nuclear_fusion; ai_scientific_discovery; numerical_methods
93,03-MHD-Numerics,"See discussions, st ats, and author pr ofiles f or this public ation at : https://www .researchgate.ne t/public ation/370442241",,2023,10.1063/5.0138221,,"When plasma is compressed by magnetic forces, a pinch phenomenon is observed. Pinch plasma has received signiﬁcant attention as anefﬁcient source of radiation and a way for high-density plasma physics analysis. In this study, a non-ideal magnetohydrodynamics (MHD)model is applied to a smoothed particle hydrodynamics (SPH) framework to analyze pinch plasmas whose local resistivity varies with tem-perature and pressure. The proposed SPH model incorporates several numerical treatments, such as a c",15,simulation,z_pinch; mhd; plasma_physics; numerical_methods
90,03-MHD-Numerics,untitled,,2019,10.1109/TPS.2020.2968887plume,,"A new, charge-conserving, energy-based, openboundary condition (BC) is developed and used to performsteady-state plasma plume simulations. This BC prevents thenumerical instability, which is typically observed for kineticsimulations that employ the traditional outﬂow boundary, andthus allows the fully kinetic plume simulations to reach a steady-state with ﬁnite computational domain sizes. In addition tomodeling a plume with colocated electron–ion sources, the BCis also applied to separated ele",21,simulation,mhd; plasma_physics; electrode_materials; particle_methods; numerical_methods
96,03-MHD-Numerics,Lagrangian Formulation of the Snowplow Model,,,,,"We write down the lagrangian for the snowplow model of the Z pinchsystem. Then, we develop the Euler-Lagrange equations to find out thecorresponding equations of motion. Next, we set a criterion for quantita-tively estimating the performance of Z pinch devices. Finally, we applythis criterion to a specific Z pinch system.",21,experimental,z_pinch; mhd; plasma_physics; nuclear_fusion; pulsed_power; electrode_materials; numerical_methods
110,04-Plasma-Physics,Bridging the gap between collisional andcollisionless plasma shocks: A simulation study using OSIRIS,,2026,10.1063/5.0294460,,"Shock waves in plasma can be characterized according to the physical mechanisms behind their formation. When collisions are frequent, shockdissipation is mainly binary-collision driven, and the shock width (SW) is often comparable to a few mean-free-paths. In contrast, collisionlessshocks rely on collective plasma processes to establish dissipation on scales far below the mean-free-path. The purpose of this study is to bridgethese two regimes. Here, we present simulations using the OSIRIS par",7,simulation,plasma_physics; turbulence; particle_methods
119,04-Plasma-Physics,Effects of impurities on zonal flows in tokamak plasmas,,2026,10.1063/5.0293772,,"Effects of impurities on zonal flows (ZFs) driven by the ion density and temperature perturbations in tokamak plasmas are investigated usinggyrokinetic theory and simulations. The Rosenbluth –Hinton collisionless gyrokinetic model for ZFs is used, with model source termsdesigned to represent the drive from different plasma species in the plasma. For ZFs driven by the main ion density perturbations, thepresence of impurities could decrease the amplitude of ZFs by increasing the total ion mass",8,simulation; experimental; machine_learning,plasma_physics; nuclear_fusion; turbulence; particle_methods
143,04-Plasma-Physics,Particle-in-Cell simulations of lithium redeposition in plasma sheaths under oblique magnetic fields,,2026,10.1063/5.0307230,,"Compact nuclear fusion reactors will require advanced plasma-facing components capable of withstanding the higher heat and neutron fluxescharacteristic of these machines. Liquid metal walls, based for instance on lithium, have emerged as a promising alternative to solid walls.This study investigates lithium redeposition on plasma-facing walls in a deuterium plasma environment using a self-consistent 1D3VParticle-in-Cell code. The model accounts for the interplay between lithium evaporation an",10,experimental; simulation,plasma_physics; nuclear_fusion; electrode_materials; turbulence; particle_methods
144,04-Plasma-Physics,Path integral molecular dynamics: A high-fidelity approach to quantum dynamics of electrons,,2026,10.1063/5.0304026,,"We investigate electron transport in the uniform electron gas using ring-polymer molecular dynamics (RPMD). Working in the weakly cou-pled, non-degenerate regime, we use RPMD to probe how the onset of quantum diffraction effects at high temperature reshapes electron –electron collisions and leads to a classical-to-quantum crossover in macroscopic transport properties. Static thermodynamics obtained withRPMD are consistent with the weak-coupling equation of state, confirming correct quantum Bo",12,simulation; experimental,plasma_physics; nuclear_fusion
150,04-Plasma-Physics,Quantifying reconnection and its dynamical role in2D magnetic Rayleigh–Taylor turbulence,,2026,10.1063/5.0283980,,"Magnetic Rayleigh –Taylor instability (MRTI) governs material transport and mixing in astrophysical and laboratory plasmas under theinfluence of gravity and magnetic fields. While magnetic reconnection is known to occur during MRTI evolution, its role in the evolution andenergy dynamics remains poorly understood. Here, we present a comprehensive analysis of the role of reconnection in the two-dimensionalMRTI dynamics, using high-resolution simulations. We establish that reconnection, through",19,simulation; data_analysis; experimental,mhd; plasma_physics; nuclear_fusion; numerical_methods; turbulence
103,04-Plasma-Physics,A case study of scientific computing with limited precision numbers: Applying rescaling and baseline shifting techniques to a spectral Vlasov–Maxwell code,,2025,10.1063/5.0254812,,"We have developed SpectaVla , a code that solves the multi-dimensional Vlasov –Maxwell equations using the spectral method described inG. L. Delzanno [J. Comp. Phys. 301, 338 (2015)]. This code is designed to take advantage of a chip-scale tensor core optimized for 3D convo-lution with 8-bit fixed-point numbers. The code is benchmarked against theory on a number of fundamental plasma physics problems. Weemploy rescaling and baseline shifting techniques to ensure proper precision of the result",8,simulation,plasma_physics; machine_learning; numerical_methods
161,04-Plasma-Physics,CitationRESEARCH ARTICLE| DECEMBER 01 1972,,2025,10.1063/1.1693881,,,18,,plasma_physics; turbulence
122,04-Plasma-Physics,General kinetic ion-induced electron emission model for metallic walls applied to biased Z-pinch electrodes,,2025,10.1063/5.0261942,,A kinetic ion-induced electron emission (IIEE) model for general applications is developed to obtain the emitted electron energy spectrumfor a distribution of ion impacts on a metallic surface. We assume an ionization cascade mechanism and use empirical models for the ion andelectron stopping powers. The emission spectrum and the secondary electron yield (SEY) are validated for a variety of materials. The IIEEmodel is used to study the effect of IIEE on the plasma-material interactions of Z-p,18,experimental; simulation,z_pinch; plasma_physics; nuclear_fusion; diagnostics; electrode_materials; particle_methods
101,04-Plasma-Physics,Mesh-free sparse identification of nonlinear dynamics,Mars Liyao Gao; J. Nathan Kutz; Bernat Font,2025,,,"Identifying the governing equations of a dynamical system is one of the mostimportant tasks for scientific modeling. However, this procedure often requireshigh-quality spatio-temporal data uniformly sampled on structured grids. In thispaper, we propose mesh-free SINDy, a novel algorithm which leverages the powerof neural network approximation as well as auto-differentiation to identify gov-erning equations from arbitrary sensor placements and non-uniform temporal datasampling. We show that",17,machine_learning; data_analysis; experimental; simulation,plasma_physics; nuclear_fusion; machine_learning; uncertainty_quantification; numerical_methods; ai_scientific_discovery; equation_discovery; physics_informed_ml
155,04-Plasma-Physics,Snowplow Model Predictions for Plasma Temperature in Z pinch Discharges,Miguel Cárdenas; Alejandro Nettle; Leandro Núñez,2025,,,"Using the general framework of the snowplow model, we intro-duce the equations for computing plasma temperature in Z pinchdischarges. We also present expressions to quantify energy trans-fers in Z pinch discharges. We then apply this methodology to es-timate the temperature and energy transfers of a real prototypicalexperiment and analyze how the plasma temperature behaves undervarious modifications of the parameters of the prototypical exper-iment. Among our discoveries we highlight that",35,experimental; machine_learning,dense_plasma_focus; z_pinch; plasma_physics; nuclear_fusion; pulsed_power; electrode_materials
106,04-Plasma-Physics,An Improved Z-Transform Finite Difference Time Domain Method for Electromagnetic Scattering and Plasma Stealth,,2024,,,"The plasma sheath can absorb or reflect electromagnetic waves, thus affecting thecommunication of hypersonic vehicles. The study of attenuation and enhancement of electromagneticscattering by plasma is of great significance. We propose a novel Z-transform finite-difference time-domain (ZT-FDTD) method to study the interaction between electromagnetic waves and plasmas. Thenumerical results show that this method has high accuracy and improves the computational efficiency by9.8percent, compare",7,simulation,plasma_physics; numerical_methods
111,04-Plasma-Physics,Centrifugal confinement fusion thruster,,2024,10.1080/10420150.2024.2434505,,"Centrifugal confinement fusion, a promising alternative to toroidalconfinement devices like tokamaks and stellarators, leverages super-sonic plasma rotation within a magnetic mirror configuration toachieve simplified coil design, compactness, and enhanced stability.This brief article explores the potential of centrifugal confinementfusion for propulsion applications. A previous concern regardingthe escape of energetic ions, essential for propulsion, is addressedthrough test-particle simulations",6,simulation,plasma_physics; nuclear_fusion
126,04-Plasma-Physics,Hydrogen Utilization as a Plasma Source for Magnetohydrodynamic Direct Power Extraction (MHD-DPE),,2024,,,This study explores the suitability of hydrogen-based plasma in direct power extraction (DPE)as a non-conventional electricity generation method. We apply computational modeling and principles inphysics and chemistry to estimate different thermal and electric properties of a water-vapor/nitrogen/cesium-vapor (H 2O/N 2/Cs) gas mixture with different levels of cesium (Cs) at a fixed temperature of 2300 K(2026.85◦C). This gas mixture and temperature are selected because they resemble the stoich,20,,mhd; plasma_physics
136,04-Plasma-Physics,"J. Plasma Phys. (2024), vol.90, 905900217 © The Author(s), 2024.",,2024,10.1017/S0022377824000424,,,34,experimental; review,plasma_physics; nuclear_fusion; radiation; pulsed_power; electrode_materials
146,04-Plasma-Physics,Plasma Antennas: A Comprehensive Review,,2024,,,"This paper aims to comprehensively review the literature on Gaseous Plasma Antennas(GPAs). These innovative devices transmit electromagnetic (EM) signals through ionized gas, knownas plasma, instead of conventional metal structures. GPAs offer distinct advantages over their metalliccounterparts, particularly in performance reconfigurability. The paper begins by evaluating the EMproperties of the plasma medium, exploring methodologies for its generation, measurement, and simulation.Subsequen",23,review; experimental,plasma_physics; nuclear_fusion; electrode_materials
